Gene stable ID	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	Chromosome/scaffold name	Gene % GC content	Transcription start site (TSS)	Transcript length (including UTRs and CDS)	Gene name	Strand	Gene start (bp)	Gene end (bp)
ENSG00000120784	ENST00000587199	38138714	38183238	19	41.09	38183238	557	ZFP30	-1	38104650	38183238
ENSG00000120784	ENST00000591444	38138717	38146310	19	41.09	38146310	521	ZFP30	-1	38104650	38183238
ENSG00000120784	ENST00000589676	38138771	38183164	19	41.09	38183164	598	ZFP30	-1	38104650	38183238
ENSG00000120784	ENST00000586732	38138785	38183164	19	41.09	38183164	673	ZFP30	-1	38104650	38183238
ENSG00000120784	ENST00000589789	38145616	38146366	19	41.09	38146366	584	ZFP30	-1	38104650	38183238
ENSG00000120784	ENST00000392144	38123389	38146289	19	41.09	38146289	3916	ZFP30	-1	38104650	38183238
ENSG00000196381	ENST00000358582	38158652	38183223	19	41.97	38183223	3147	ZNF781	-1	38158652	38183223
ENSG00000196381	ENST00000590008	38159755	38183201	19	41.97	38183201	2148	ZNF781	-1	38158652	38183223
ENSG00000196381	ENST00000593040	38161555	38183216	19	41.97	38183216	527	ZNF781	-1	38158652	38183223
ENSG00000196381	ENST00000585624	38169524	38183134	19	41.97	38183134	403	ZNF781	-1	38158652	38183223
ENSG00000267552	ENST00000585547	38180766	38210089	19	41.87	38210089	572	CTD-2528L19.4	-1	38180766	38210089
ENSG00000267552	ENST00000586606	38180784	38210026	19	41.87	38210026	704	CTD-2528L19.4	-1	38180766	38210089
ENSG00000267552	ENST00000591114	38180785	38210026	19	41.87	38210026	380	CTD-2528L19.4	-1	38180766	38210089
ENSG00000198182	ENST00000355202	38187264	38210691	19	41.55	38210691	4364	ZNF607	-1	38187264	38210691
ENSG00000198182	ENST00000395835	38187274	38210089	19	41.55	38210089	4003	ZNF607	-1	38187264	38210691
ENSG00000198182	ENST00000586559	38190226	38210026	19	41.55	38210026	1190	ZNF607	-1	38187264	38210691
ENSG00000198182	ENST00000590670	38190421	38210088	19	41.55	38210088	549	ZNF607	-1	38187264	38210691
ENSG00000198182	ENST00000591664	38190721	38210624	19	41.55	38210624	741	ZNF607	-1	38187264	38210691
ENSG00000189144	ENST00000590674	38226734	38231039	19	41.42	38231039	237	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000590414	38229188	38264391	19	41.42	38264391	2225	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000589632	38229188	38270200	19	41.42	38270200	2501	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000586155	38229203	38270225	19	41.42	38270225	2443	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000392138	38229203	38307940	19	41.42	38307940	2266	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000489148	38230807	38264385	19	41.42	38264385	861	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000585724	38230847	38270203	19	41.42	38270203	453	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000378445	38230962	38270214	19	41.42	38270214	476	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000591516	38230985	38270193	19	41.42	38270193	578	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000588218	38260679	38270223	19	41.42	38270223	482	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000494605	38261047	38270518	19	41.42	38270518	659	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000480587	38283210	38307861	19	41.42	38307861	721	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000587684	38284073	38307901	19	41.42	38307901	496	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000586785	38284270	38307899	19	41.42	38307899	573	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000588443	38284616	38307932	19	41.42	38307932	560	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000589435	38284675	38307910	19	41.42	38307910	532	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000536220	38229203	38270230	19	41.42	38270230	2448	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000357309	38229203	38270230	19	41.42	38270230	2124	ZNF573	-1	38226734	38307940
ENSG00000189144	ENST00000339503	38229203	38270230	19	41.42	38270230	2516	ZNF573	-1	38226734	38307940
ENSG00000171804	ENST00000447313	38375463	38397253	19	46.97	38397253	9009	WDR87	-1	38375463	38397317
ENSG00000171804	ENST00000303868	38375572	38397317	19	46.97	38397317	8847	WDR87	-1	38375463	38397317
ENSG00000171804	ENST00000473328	38386652	38397262	19	46.97	38397262	542	WDR87	-1	38375463	38397317
ENSG00000105738	ENST00000222345	38397868	38699012	19	49.76	38397868	7987	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000599644	38397885	38398614	19	49.76	38397885	545	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000476317	38422986	38572088	19	49.76	38422986	608	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000595982	38578396	38579491	19	49.76	38578396	163	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000595384	38590622	38600955	19	49.76	38590622	785	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000601222	38600304	38600999	19	49.76	38600304	546	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000594553	38600839	38610133	19	49.76	38600839	374	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000601881	38610289	38621471	19	49.76	38610289	568	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000600919	38610473	38622375	19	49.76	38610473	407	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000595495	38655411	38673606	19	49.76	38655411	584	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000601054	38664266	38684316	19	49.76	38664266	572	SIPA1L3	1	38397868	38699012
ENSG00000105738	ENST00000596403	38694332	38697030	19	49.76	38694332	811	SIPA1L3	1	38397868	38699012
ENSG00000011332	ENST00000420980	38701646	38714890	19	57.15	38714890	2227	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000416611	38701683	38720354	19	57.15	38720354	2341	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000418517	38702340	38720313	19	57.15	38720313	1608	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000414789	38702342	38713938	19	57.15	38713938	1960	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000355526	38702343	38714890	19	57.15	38714890	1632	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000473716	38702357	38710579	19	57.15	38710579	2299	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000456296	38702395	38720317	19	57.15	38720317	1562	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000472656	38702602	38708292	19	57.15	38708292	680	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000471976	38702614	38714890	19	57.15	38714890	1567	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000494031	38702705	38707150	19	57.15	38707150	542	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000488378	38702712	38704619	19	57.15	38704619	480	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000438060	38706882	38714601	19	57.15	38714601	973	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000475938	38708031	38720294	19	57.15	38720294	1069	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000438365	38709268	38713813	19	57.15	38713813	523	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000586624	38709669	38719333	19	57.15	38719333	428	DPF1	-1	38701646	38720354
ENSG00000011332	ENST00000412732	38701649	38720317	19	57.15	38720317	2303	DPF1	-1	38701646	38720354
ENSG00000167642	ENST00000590510	38734675	38778545	19	51.22	38734675	301	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000301244	38755098	38783254	19	51.22	38755098	1802	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000587090	38755216	38783091	19	51.22	38755216	1246	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000454580	38755216	38783108	19	51.22	38755216	1367	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000587516	38755308	38781207	19	51.22	38755308	749	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000590210	38755336	38778621	19	51.22	38755336	580	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000592007	38755978	38778575	19	51.22	38755978	540	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000585357	38779046	38783108	19	51.22	38779046	3807	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000589749	38779521	38781276	19	51.22	38779521	573	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000590738	38779778	38781527	19	51.22	38779778	567	SPINT2	1	38734675	38783254
ENSG00000167642	ENST00000587334	38780827	38782710	19	51.22	38780827	383	SPINT2	1	38734675	38783254
ENSG00000167641	ENST00000587515	38741877	38743897	19	58.39	38743897	607	PPP1R14A	-1	38741877	38747231
ENSG00000167641	ENST00000591291	38741877	38747012	19	58.39	38747012	433	PPP1R14A	-1	38741877	38747231
ENSG00000167641	ENST00000347262	38741877	38747172	19	58.39	38747172	637	PPP1R14A	-1	38741877	38747231
ENSG00000167641	ENST00000301242	38741877	38747231	19	58.39	38747231	777	PPP1R14A	-1	38741877	38747231
ENSG00000167641	ENST00000591585	38742505	38747172	19	58.39	38747172	949	PPP1R14A	-1	38741877	38747231
ENSG00000267748	ENST00000587519	38779791	38795550	19	53.37	38779791	487	CTB-102L5.4	1	38779791	38795550
ENSG00000267748	ENST00000591889	38779808	38795549	19	53.37	38779808	528	CTB-102L5.4	1	38779791	38795550
ENSG00000167644	ENST00000301246	38794801	38795649	19	65.49	38794801	467	C19orf33	1	38794801	38795649
ENSG00000167644	ENST00000588605	38794804	38795646	19	65.49	38794804	520	C19orf33	1	38794801	38795649
ENSG00000167644	ENST00000589986	38794891	38795643	19	65.49	38794891	462	C19orf33	1	38794801	38795649
ENSG00000167644	ENST00000591852	38794913	38795646	19	65.49	38794913	502	C19orf33	1	38794801	38795649
ENSG00000167645	ENST00000592694	38795753	38806554	19	55.37	38806554	1172	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000337679	38795754	38806563	19	55.37	38806563	1257	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000392124	38795755	38800563	19	55.37	38800563	1404	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000586319	38795756	38799779	19	55.37	38799779	936	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000339413	38795758	38806603	19	55.37	38806603	1225	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000592246	38795838	38800283	19	55.37	38800283	936	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000329420	38795992	38806433	19	55.37	38806433	964	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000591784	38795992	38806439	19	55.37	38806439	940	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000589151	38796002	38798275	19	55.37	38798275	431	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000591755	38797337	38806560	19	55.37	38806560	1077	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000589644	38797402	38806582	19	55.37	38806582	1917	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000588002	38798068	38800283	19	55.37	38800283	575	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000585563	38798068	38806376	19	55.37	38806376	1118	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000589247	38798111	38806408	19	55.37	38806408	734	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000587361	38799451	38806403	19	55.37	38806403	579	YIF1B	-1	38795753	38807913
ENSG00000167645	ENST00000587039	38799864	38807913	19	55.37	38807913	466	YIF1B	-1	38795753	38807913
ENSG00000099337	ENST00000263372	38810484	38819660	19	53.62	38810484	2666	KCNK6	1	38810484	38819660
ENSG00000099337	ENST00000588137	38810883	38816129	19	53.62	38810883	477	KCNK6	1	38810484	38819660
ENSG00000099338	ENST00000410018	38826415	38861583	19	53.10	38826415	3626	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000409235	38826415	38861583	19	53.10	38826415	3746	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000312265	38826458	38861583	19	53.10	38826458	3501	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000471517	38826473	38861582	19	53.10	38826473	3785	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000475343	38826489	38837243	19	53.10	38826489	668	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000409410	38826636	38852389	19	53.10	38826636	2634	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000477793	38827668	38828501	19	53.10	38827668	653	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000466060	38834268	38849200	19	53.10	38834268	633	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000412458	38834307	38861255	19	53.10	38834307	2899	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000475646	38834389	38835016	19	53.10	38834389	452	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000488473	38834467	38837269	19	53.10	38834467	722	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000467739	38837124	38840269	19	53.10	38837124	737	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000489693	38843055	38851220	19	53.10	38843055	541	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000470292	38848710	38850287	19	53.10	38848710	567	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000585424	38849152	38850497	19	53.10	38849152	438	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000492088	38855531	38861581	19	53.10	38855531	3761	CATSPERG	1	38826415	38861589
ENSG00000099338	ENST00000215069	38826783	38861589	19	53.10	38826783	3504	CATSPERG	1	38826415	38861589
ENSG00000099341	ENST00000215071	38865176	38874464	19	53.60	38865176	1553	PSMD8	1	38865176	38874464
ENSG00000099341	ENST00000585598	38865398	38873487	19	53.60	38865398	541	PSMD8	1	38865176	38874464
ENSG00000099341	ENST00000602911	38865399	38874464	19	53.60	38865399	1330	PSMD8	1	38865176	38874464
ENSG00000099341	ENST00000591216	38865410	38870003	19	53.60	38865410	611	PSMD8	1	38865176	38874464
ENSG00000099341	ENST00000592561	38865412	38872894	19	53.60	38865412	771	PSMD8	1	38865176	38874464
ENSG00000099341	ENST00000592001	38865428	38871875	19	53.60	38865428	853	PSMD8	1	38865176	38874464
ENSG00000099341	ENST00000592035	38865649	38873393	19	53.60	38865649	1581	PSMD8	1	38865176	38874464
ENSG00000099341	ENST00000591250	38865697	38870045	19	53.60	38865697	578	PSMD8	1	38865176	38874464
ENSG00000099341	ENST00000590331	38871539	38873937	19	53.60	38871539	422	PSMD8	1	38865176	38874464
ENSG00000179168	ENST00000334928	38874905	38878666	19	64.93	38878666	2239	GGN	-1	38874905	38878722
ENSG00000179168	ENST00000591809	38874993	38878664	19	64.93	38878664	369	GGN	-1	38874905	38878722
ENSG00000179168	ENST00000585737	38874993	38878674	19	64.93	38878674	1747	GGN	-1	38874905	38878722
ENSG00000179168	ENST00000586599	38877407	38878632	19	64.93	38878632	495	GGN	-1	38874905	38878722
ENSG00000179168	ENST00000587676	38877723	38878722	19	64.93	38878722	520	GGN	-1	38874905	38878722
ENSG00000188766	ENST00000587013	38879061	38886881	19	57.15	38879061	1539	SPRED3	1	38879061	38886881
ENSG00000188766	ENST00000586301	38880252	38886788	19	57.15	38880252	1366	SPRED3	1	38879061	38886881
ENSG00000188766	ENST00000587947	38880695	38885403	19	57.15	38880695	646	SPRED3	1	38879061	38886881
ENSG00000188766	ENST00000338502	38880840	38886868	19	57.15	38880840	1419	SPRED3	1	38879061	38886881
ENSG00000188766	ENST00000587564	38880939	38885116	19	57.15	38880939	543	SPRED3	1	38879061	38886881
ENSG00000188766	ENST00000586958	38880939	38885310	19	57.15	38880939	478	SPRED3	1	38879061	38886881
ENSG00000188766	ENST00000590962	38882631	38883287	19	57.15	38882631	560	SPRED3	1	38879061	38886881
ENSG00000130244	ENST00000588262	38893775	38899680	19	54.79	38893775	826	FAM98C	1	38893775	38899728
ENSG00000130244	ENST00000252530	38893775	38899724	19	54.79	38893775	1271	FAM98C	1	38893775	38899728
ENSG00000130244	ENST00000343358	38893794	38899724	19	54.79	38893794	1006	FAM98C	1	38893775	38899728
ENSG00000130244	ENST00000588348	38893794	38899728	19	54.79	38893794	2530	FAM98C	1	38893775	38899728
ENSG00000130244	ENST00000589408	38893809	38895636	19	54.79	38893809	542	FAM98C	1	38893775	38899728
ENSG00000130244	ENST00000589029	38893827	38895636	19	54.79	38893827	478	FAM98C	1	38893775	38899728
ENSG00000130244	ENST00000586372	38893978	38899723	19	54.79	38893978	4133	FAM98C	1	38893775	38899728
ENSG00000130244	ENST00000585954	38894305	38895753	19	54.79	38894305	330	FAM98C	1	38893775	38899728
ENSG00000130244	ENST00000592992	38895894	38896548	19	54.79	38895894	558	FAM98C	1	38893775	38899728
ENSG00000130244	ENST00000589027	38897384	38899726	19	54.79	38897384	670	FAM98C	1	38893775	38899728
ENSG00000171777	ENST00000586305	38899695	38916827	19	53.52	38916827	3061	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000588708	38899697	38907787	19	53.52	38907787	2290	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000589474	38899698	38916945	19	53.52	38916945	2592	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000433821	38899698	38916945	19	53.52	38916945	2942	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000426920	38899698	38916945	19	53.52	38916945	2651	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000587753	38899698	38916945	19	53.52	38916945	3011	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000454404	38899698	38916945	19	53.52	38916945	3116	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000293062	38899698	38916945	19	53.52	38916945	2927	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000589358	38899698	38916945	19	53.52	38916945	2634	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000592322	38899698	38916945	19	53.52	38916945	3313	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000588404	38899698	38916945	19	53.52	38916945	2749	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000587287	38899755	38902036	19	53.52	38902036	793	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000587738	38900480	38916802	19	53.52	38916802	2293	RASGRP4	-1	38899695	38916945
ENSG00000171777	ENST00000589100	38903055	38916837	19	53.52	38916837	2303	RASGRP4	-1	38899695	38916945
ENSG00000196218	ENST00000355481	38924339	39078204	19	52.14	38924339	15377	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000359596	38924470	39078060	19	52.14	38924470	15117	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000594111	38956768	38958526	19	52.14	38956768	548	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000594335	38986855	39055868	19	52.14	38986855	6263	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000599547	39002211	39025814	19	52.14	39002211	2200	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000600337	39013707	39014228	19	52.14	39013707	421	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000601514	39018730	39026702	19	52.14	39018730	863	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000596431	39025372	39029313	19	52.14	39025372	515	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000593322	39025400	39039012	19	52.14	39025400	843	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000593677	39057567	39062884	19	52.14	39057567	432	RYR1	1	38924339	39078204
ENSG00000196218	ENST00000360985	38924340	39078204	19	52.14	38924340	15376	RYR1	1	38924339	39078204
ENSG00000104814	ENST00000593196	39078281	39086370	19	50.87	39086370	443	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000591517	39078281	39108564	19	50.87	39108564	2700	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000586296	39078284	39108606	19	50.87	39108606	1363	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000589130	39078286	39109522	19	50.87	39109522	2654	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000396857	39078309	39108643	19	50.87	39108643	2653	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000591210	39078314	39084009	19	50.87	39084009	232	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000591921	39078340	39100274	19	50.87	39100274	1625	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000588938	39083911	39087733	19	50.87	39087733	610	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000585583	39087988	39104567	19	50.87	39104567	1225	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000589002	39096826	39104567	19	50.87	39104567	557	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000592888	39101729	39105117	19	50.87	39105117	588	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000591707	39101740	39105138	19	50.87	39105138	757	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000592225	39104683	39105513	19	50.87	39105513	575	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000588083	39104707	39108485	19	50.87	39108485	545	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000587300	39106818	39108609	19	50.87	39108609	404	MAP4K1	-1	39078281	39109522
ENSG00000104814	ENST00000423454	39087988	39104567	19	50.87	39104567	1225	MAP4K1	-1	39078281	39109522
ENSG00000178982	ENST00000593149	39109735	39127593	19	50.36	39109735	760	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000248342	39109737	39127595	19	50.36	39109737	864	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000586932	39109826	39116972	19	50.36	39109826	667	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000593062	39109826	39121608	19	50.36	39109826	704	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000538434	39109826	39126125	19	50.36	39109826	966	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000588934	39109826	39127592	19	50.36	39109826	501	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000545173	39109833	39126384	19	50.36	39109833	1327	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000589307	39109834	39121460	19	50.36	39109834	538	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000588422	39109836	39116832	19	50.36	39109836	507	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000586513	39109836	39119208	19	50.36	39109836	493	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000591409	39109836	39125742	19	50.36	39109836	583	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000592558	39109851	39127593	19	50.36	39109851	670	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000588299	39116690	39123540	19	50.36	39116690	524	EIF3K	1	39109735	39127595
ENSG00000178982	ENST00000590134	39122666	39127564	19	50.36	39122666	711	EIF3K	1	39109735	39127595
ENSG00000130402	ENST00000588618	39138289	39212518	19	53.01	39138289	1729	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000252699	39138310	39222223	19	53.01	39138310	4963	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000390009	39138378	39220087	19	53.01	39138378	2102	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000589528	39138378	39220784	19	53.01	39138378	441	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000495553	39138833	39200063	19	53.01	39138833	586	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000586538	39198782	39207956	19	53.01	39198782	546	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000489451	39201473	39207757	19	53.01	39201473	654	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000440400	39214797	39222223	19	53.01	39214797	3180	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000497637	39218496	39220460	19	53.01	39218496	877	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000477174	39218785	39220061	19	53.01	39218785	544	ACTN4	1	39138289	39222223
ENSG00000130402	ENST00000424234	39138327	39220072	19	53.01	39138327	1625	ACTN4	1	39138289	39222223
ENSG00000182472	ENST00000594552	39220827	39226050	19	51.15	39226050	1046	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000597987	39220914	39226045	19	51.15	39226045	896	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000601953	39221071	39260544	19	51.15	39260544	2381	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000593700	39221098	39226317	19	51.15	39226317	1118	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000597716	39221174	39227631	19	51.15	39227631	2198	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000328867	39221199	39235114	19	51.15	39235114	2762	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000595177	39221318	39226062	19	51.15	39226062	488	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000597354	39221808	39226264	19	51.15	39226264	519	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000601685	39223761	39226312	19	51.15	39226312	2552	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000594497	39225206	39226302	19	51.15	39226302	526	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000598684	39232417	39234812	19	51.15	39234812	546	CAPN12	-1	39220827	39260544
ENSG00000182472	ENST00000597740	39232883	39234812	19	51.15	39234812	547	CAPN12	-1	39220827	39260544
ENSG00000205076	ENST00000378626	39261611	39264132	19	58.52	39264132	466	LGALS7	-1	39261611	39264132
ENSG00000205076	ENST00000599035	39262524	39264072	19	58.52	39264072	565	LGALS7	-1	39261611	39264132
ENSG00000178934	ENST00000314980	39279851	39282389	19	58.80	39279851	483	LGALS7B	1	39279851	39282389
ENSG00000178934	ENST00000600304	39281168	39282388	19	58.80	39281168	532	LGALS7B	1	39279851	39282389
ENSG00000171747	ENST00000595291	39292311	39297147	19	52.31	39297147	691	LGALS4	-1	39292311	39304004
ENSG00000171747	ENST00000307751	39292319	39304004	19	52.31	39304004	1535	LGALS4	-1	39292311	39304004
ENSG00000171747	ENST00000600070	39292399	39299445	19	52.31	39299445	661	LGALS4	-1	39292311	39304004
ENSG00000171747	ENST00000595342	39292523	39294291	19	52.31	39294291	413	LGALS4	-1	39292311	39304004
ENSG00000171747	ENST00000597153	39292983	39303585	19	52.31	39303585	969	LGALS4	-1	39292311	39304004
ENSG00000171747	ENST00000595278	39293660	39303521	19	52.31	39303521	1345	LGALS4	-1	39292311	39304004
ENSG00000171747	ENST00000596628	39294297	39299588	19	52.31	39299588	491	LGALS4	-1	39292311	39304004
ENSG00000171747	ENST00000597803	39297101	39303585	19	52.31	39303585	328	LGALS4	-1	39292311	39304004
ENSG00000171747	ENST00000594209	39299538	39303585	19	52.31	39303585	566	LGALS4	-1	39292311	39304004
ENSG00000104823	ENST00000601333	39306062	39306910	19	51.47	39306910	710	ECH1	-1	39306062	39322645
ENSG00000104823	ENST00000221418	39306062	39322645	19	51.47	39322645	1411	ECH1	-1	39306062	39322645
ENSG00000104823	ENST00000594391	39306123	39308004	19	51.47	39308004	919	ECH1	-1	39306062	39322645
ENSG00000104823	ENST00000601778	39306497	39322401	19	51.47	39322401	799	ECH1	-1	39306062	39322645
ENSG00000104823	ENST00000598707	39306776	39322415	19	51.47	39322415	882	ECH1	-1	39306062	39322645
ENSG00000104823	ENST00000594164	39307110	39322422	19	51.47	39322422	677	ECH1	-1	39306062	39322645
ENSG00000104823	ENST00000600178	39307575	39322429	19	51.47	39322429	1007	ECH1	-1	39306062	39322645
ENSG00000104823	ENST00000601060	39307662	39322481	19	51.47	39322481	786	ECH1	-1	39306062	39322645
ENSG00000104823	ENST00000598316	39307908	39322394	19	51.47	39322394	553	ECH1	-1	39306062	39322645
